time,id,location,accuracy,scale,algo,association_status,cl_radio,ap_cardinality
2017-09-01 19:28:30,310,2010400457,98.645,5,4,f,2.4GHz,2
2017-09-01 19:28:30,311,2010400508,99.6838,5,4,t,5GHz,1
2017-09-01 19:28:30,312,2010600610,99.6838,5,4,t,5GHz,1
2017-09-01 19:28:30,313,2010300750,98.685,5,4,f,2.4GHz,2
2017-09-01 19:28:30,314,2010600894,99.7706,5,4,t,5GHz,1
2017-09-01 19:28:30,315,2010300762,99.6838,5,4,t,5GHz,1
2017-09-01 19:28:30,316,2010600930,98.2254,5,4,f,5GHz,3
2017-09-01 19:28:30,317,2010300400,98.8061,5,4,f,2.4GHz,2
2017-09-01 19:28:30,318,2010600845,99.4343,5,4,t,5GHz,2
2017-09-01 19:28:30,319,2010300208,97.135,5,4,t,2.4GHz,1
2017-09-01 19:28:30,320,2010400130,99.6838,5,4,t,5GHz,1
2017-09-01 19:28:30,321,2010400401,97.6548,5,4,t,5GHz,1
2017-09-01 19:28:30,322,2010600928,99.7113,5,4,f,2.4GHz,1
2017-09-01 19:28:30,323,2010300698,98.961,5,4,f,2.4GHz,2
2017-09-01 19:28:30,324,2010400631,97.457,5,4,t,2.4GHz,1
2017-09-01 19:28:30,325,2010600902,99.8039,5,4,f,5GHz,1
2017-09-01 19:28:30,326,2010400476,99.6985,5,4,f,5GHz,1
2017-09-01 19:28:30,327,2010600205,99.0323,5,4,f,2.4GHz,2
2017-09-01 19:28:30,328,2010600727,99.7818,5,4,f,5GHz,1
2017-09-01 19:28:30,329,2010400453,99.7764,5,4,f,2.4GHz,1
2017-09-01 19:28:30,330,2010600908,99.8399,5,4,t,5GHz,1
2017-09-01 19:28:30,331,2010600541,99.8285,5,4,f,2.4GHz,1
2017-09-01 19:28:30,332,2010400454,99.233,5,4,f,5GHz,1
2017-09-01 19:28:30,333,2010400370,99.7818,5,4,t,5GHz,1
2017-09-01 19:28:30,334,2010400355,99.5636,5,4,t,2.4GHz,1
2017-09-01 19:28:30,335,2010600926,99.5965,5,4,f,5GHz,1
2017-09-01 19:28:30,336,2010400435,99.3583,5,4,t,5GHz,1
2017-09-01 19:28:30,337,2010400311,97.4402,5,4,f,5GHz,2
